Module;Name;
k_ary_n_mesh.host[34];Latengy:max;0.000650824
k_ary_n_mesh.host[34];Throughput:count;1
k_ary_n_mesh.host[34];Throughput:mean;6.94E+06
k_ary_n_mesh.host[34];Throughput:stddev;NaN
k_ary_n_mesh.host[34];Throughput:sum;6.94E+06
k_ary_n_mesh.host[34];Throughput:sqrsum;4.82E+13
k_ary_n_mesh.host[34];Throughput:min;6.94E+06
k_ary_n_mesh.host[34];Throughput:max;6.94E+06
k_ary_n_mesh.host[35];Latengy:count;989
k_ary_n_mesh.host[35];Latengy:mean;0.00014977
k_ary_n_mesh.host[35];Latengy:stddev;0.000143656
k_ary_n_mesh.host[35];Latengy:sum;0.148122
k_ary_n_mesh.host[35];Latengy:sqrsum;4.26E-05
k_ary_n_mesh.host[35];Latengy:min;1.48E-07
k_ary_n_mesh.host[35];Latengy:max;0.000882642
k_ary_n_mesh.host[35];Throughput:count;1
k_ary_n_mesh.host[35];Throughput:mean;6.85E+06
k_ary_n_mesh.host[35];Throughput:stddev;NaN
k_ary_n_mesh.host[35];Throughput:sum;6.85E+06
k_ary_n_mesh.host[35];Throughput:sqrsum;4.69E+13
k_ary_n_mesh.host[35];Throughput:min;6.85E+06
k_ary_n_mesh.host[35];Throughput:max;6.85E+06
k_ary_n_mesh.host[36];Latengy:count;1047
k_ary_n_mesh.host[36];Latengy:mean;0.000159042
k_ary_n_mesh.host[36];Latengy:stddev;0.000147401
k_ary_n_mesh.host[36];Latengy:sum;0.166517
k_ary_n_mesh.host[36];Latengy:sqrsum;4.92E-05
k_ary_n_mesh.host[36];Latengy:min;1.66E-07
k_ary_n_mesh.host[36];Latengy:max;0.000725665
k_ary_n_mesh.host[36];Throughput:count;1
k_ary_n_mesh.host[36];Throughput:mean;7.25E+06
k_ary_n_mesh.host[36];Throughput:stddev;NaN
k_ary_n_mesh.host[36];Throughput:sum;7.25E+06
k_ary_n_mesh.host[36];Throughput:sqrsum;5.26E+13
k_ary_n_mesh.host[36];Throughput:min;7.25E+06
k_ary_n_mesh.host[36];Throughput:max;7.25E+06
k_ary_n_mesh.host[37];Latengy:count;980
k_ary_n_mesh.host[37];Latengy:mean;0.000145997
k_ary_n_mesh.host[37];Latengy:stddev;0.00015922
k_ary_n_mesh.host[37];Latengy:sum;0.143077
k_ary_n_mesh.host[37];Latengy:sqrsum;4.57E-05
k_ary_n_mesh.host[37];Latengy:min;1.48E-07
k_ary_n_mesh.host[37];Latengy:max;0.00107589
k_ary_n_mesh.host[37];Throughput:count;1
k_ary_n_mesh.host[37];Throughput:mean;6.79E+06
k_ary_n_mesh.host[37];Throughput:stddev;NaN
k_ary_n_mesh.host[37];Throughput:sum;6.79E+06
k_ary_n_mesh.host[37];Throughput:sqrsum;4.61E+13
k_ary_n_mesh.host[37];Throughput:min;6.79E+06
k_ary_n_mesh.host[37];Throughput:max;6.79E+06
k_ary_n_mesh.host[38];Latengy:count;1027
k_ary_n_mesh.host[38];Latengy:mean;0.000140681
k_ary_n_mesh.host[38];Latengy:stddev;0.000175623
k_ary_n_mesh.host[38];Latengy:sum;0.144479
k_ary_n_mesh.host[38];Latengy:sqrsum;5.20E-05
k_ary_n_mesh.host[38];Latengy:min;1.33E-07
k_ary_n_mesh.host[38];Latengy:max;0.00103895
k_ary_n_mesh.host[38];Throughput:count;1
k_ary_n_mesh.host[38];Throughput:mean;7.11E+06
k_ary_n_mesh.host[38];Throughput:stddev;NaN
k_ary_n_mesh.host[38];Throughput:sum;7.11E+06
k_ary_n_mesh.host[38];Throughput:sqrsum;5.06E+13
k_ary_n_mesh.host[38];Throughput:min;7.11E+06
k_ary_n_mesh.host[38];Throughput:max;7.11E+06
k_ary_n_mesh.host[39];Latengy:count;969
k_ary_n_mesh.host[39];Latengy:mean;0.000136228
k_ary_n_mesh.host[39];Latengy:stddev;0.000186549
k_ary_n_mesh.host[39];Latengy:sum;0.132005
k_ary_n_mesh.host[39];Latengy:sqrsum;5.17E-05
k_ary_n_mesh.host[39];Latengy:min;1.22E-07
k_ary_n_mesh.host[39];Latengy:max;0.00117093
k_ary_n_mesh.host[39];Throughput:count;1
k_ary_n_mesh.host[39];Throughput:mean;6.71E+06
k_ary_n_mesh.host[39];Throughput:stddev;NaN
k_ary_n_mesh.host[39];Throughput:sum;6.71E+06
k_ary_n_mesh.host[39];Throughput:sqrsum;4.51E+13
k_ary_n_mesh.host[39];Throughput:min;6.71E+06
k_ary_n_mesh.host[39];Throughput:max;6.71E+06
k_ary_n_mesh.host[40];Latengy:count;966
k_ary_n_mesh.host[40];Latengy:mean;0.000134202
k_ary_n_mesh.host[40];Latengy:stddev;0.000167679
k_ary_n_mesh.host[40];Latengy:sum;0.12964
k_ary_n_mesh.host[40];Latengy:sqrsum;4.45E-05
k_ary_n_mesh.host[40];Latengy:min;1.05E-07
k_ary_n_mesh.host[40];Latengy:max;0.000750137
k_ary_n_mesh.host[40];Throughput:count;1
k_ary_n_mesh.host[40];Throughput:mean;6.69E+06
k_ary_n_mesh.host[40];Throughput:stddev;NaN
k_ary_n_mesh.host[40];Throughput:sum;6.69E+06
k_ary_n_mesh.host[40];Throughput:sqrsum;4.48E+13
k_ary_n_mesh.host[40];Throughput:min;6.69E+06
k_ary_n_mesh.host[40];Throughput:max;6.69E+06
k_ary_n_mesh.host[41];Latengy:count;978
k_ary_n_mesh.host[41];Latengy:mean;0.000131506
k_ary_n_mesh.host[41];Latengy:stddev;0.000146735
k_ary_n_mesh.host[41];Latengy:sum;0.128613
k_ary_n_mesh.host[41];Latengy:sqrsum;3.79E-05
k_ary_n_mesh.host[41];Latengy:min;1.13E-07
k_ary_n_mesh.host[41];Latengy:max;0.000754614
k_ary_n_mesh.host[41];Throughput:count;1
k_ary_n_mesh.host[41];Throughput:mean;6.77E+06
k_ary_n_mesh.host[41];Throughput:stddev;NaN
k_ary_n_mesh.host[41];Throughput:sum;6.77E+06
k_ary_n_mesh.host[41];Throughput:sqrsum;4.59E+13
k_ary_n_mesh.host[41];Throughput:min;6.77E+06
k_ary_n_mesh.host[41];Throughput:max;6.77E+06
k_ary_n_mesh.host[42];Latengy:count;1003
k_ary_n_mesh.host[42];Latengy:mean;0.000139014
k_ary_n_mesh.host[42];Latengy:stddev;0.000143587
k_ary_n_mesh.host[42];Latengy:sum;0.139431
k_ary_n_mesh.host[42];Latengy:sqrsum;4.00E-05
k_ary_n_mesh.host[42];Latengy:min;1.22E-07
k_ary_n_mesh.host[42];Latengy:max;0.000748618
k_ary_n_mesh.host[42];Throughput:count;1
k_ary_n_mesh.host[42];Throughput:mean;6.95E+06
k_ary_n_mesh.host[42];Throughput:stddev;NaN
k_ary_n_mesh.host[42];Throughput:sum;6.95E+06
k_ary_n_mesh.host[42];Throughput:sqrsum;4.83E+13
k_ary_n_mesh.host[42];Throughput:min;6.95E+06
k_ary_n_mesh.host[42];Throughput:max;6.95E+06
k_ary_n_mesh.host[43];Latengy:count;1018
k_ary_n_mesh.host[43];Latengy:mean;0.00013567
k_ary_n_mesh.host[43];Latengy:stddev;0.000135567
k_ary_n_mesh.host[43];Latengy:sum;0.138112
k_ary_n_mesh.host[43];Latengy:sqrsum;3.74E-05
k_ary_n_mesh.host[43];Latengy:min;1.33E-07
k_ary_n_mesh.host[43];Latengy:max;0.000718244
k_ary_n_mesh.host[43];Throughput:count;1
k_ary_n_mesh.host[43];Throughput:mean;7.05E+06
k_ary_n_mesh.host[43];Throughput:stddev;NaN
k_ary_n_mesh.host[43];Throughput:sum;7.05E+06
k_ary_n_mesh.host[43];Throughput:sqrsum;4.97E+13
k_ary_n_mesh.host[43];Throughput:min;7.05E+06
k_ary_n_mesh.host[43];Throughput:max;7.05E+06
k_ary_n_mesh.host[44];Latengy:count;1028
k_ary_n_mesh.host[44];Latengy:mean;0.000136061
k_ary_n_mesh.host[44];Latengy:stddev;0.000139254
k_ary_n_mesh.host[44];Latengy:sum;0.139871
k_ary_n_mesh.host[44];Latengy:sqrsum;3.89E-05
k_ary_n_mesh.host[44];Latengy:min;1.48E-07
k_ary_n_mesh.host[44];Latengy:max;0.000816853
k_ary_n_mesh.host[44];Throughput:count;1
k_ary_n_mesh.host[44];Throughput:mean;7.12E+06
k_ary_n_mesh.host[44];Throughput:stddev;NaN
k_ary_n_mesh.host[44];Throughput:sum;7.12E+06
k_ary_n_mesh.host[44];Throughput:sqrsum;5.07E+13
k_ary_n_mesh.host[44];Throughput:min;7.12E+06
k_ary_n_mesh.host[44];Throughput:max;7.12E+06
k_ary_n_mesh.host[45];Latengy:count;1046
k_ary_n_mesh.host[45];Latengy:mean;0.000134101
k_ary_n_mesh.host[45];Latengy:stddev;0.00013889
k_ary_n_mesh.host[45];Latengy:sum;0.140269
k_ary_n_mesh.host[45];Latengy:sqrsum;3.90E-05
k_ary_n_mesh.host[45];Latengy:min;1.33E-07
k_ary_n_mesh.host[45];Latengy:max;0.000733186
k_ary_n_mesh.host[45];Throughput:count;1
k_ary_n_mesh.host[45];Throughput:mean;7.25E+06
k_ary_n_mesh.host[45];Throughput:stddev;NaN
k_ary_n_mesh.host[45];Throughput:sum;7.25E+06
k_ary_n_mesh.host[45];Throughput:sqrsum;5.25E+13
k_ary_n_mesh.host[45];Throughput:min;7.25E+06
k_ary_n_mesh.host[45];Throughput:max;7.25E+06
k_ary_n_mesh.host[46];Latengy:count;959
k_ary_n_mesh.host[46];Latengy:mean;0.000124859
k_ary_n_mesh.host[46];Latengy:stddev;0.000147233
k_ary_n_mesh.host[46];Latengy:sum;0.11974
k_ary_n_mesh.host[46];Latengy:sqrsum;3.57E-05
k_ary_n_mesh.host[46];Latengy:min;1.22E-07
k_ary_n_mesh.host[46];Latengy:max;0.00106426
k_ary_n_mesh.host[46];Throughput:count;1
k_ary_n_mesh.host[46];Throughput:mean;6.64E+06
k_ary_n_mesh.host[46];Throughput:stddev;NaN
k_ary_n_mesh.host[46];Throughput:sum;6.64E+06
k_ary_n_mesh.host[46];Throughput:sqrsum;4.41E+13
k_ary_n_mesh.host[46];Throughput:min;6.64E+06
k_ary_n_mesh.host[46];Throughput:max;6.64E+06
k_ary_n_mesh.host[47];Latengy:count;1015
k_ary_n_mesh.host[47];Latengy:mean;0.000115267
k_ary_n_mesh.host[47];Latengy:stddev;0.000143982
k_ary_n_mesh.host[47];Latengy:sum;0.116996
k_ary_n_mesh.host[47];Latengy:sqrsum;3.45E-05
k_ary_n_mesh.host[47];Latengy:min;1.13E-07
k_ary_n_mesh.host[47];Latengy:max;0.00104077
k_ary_n_mesh.host[47];Throughput:count;1
k_ary_n_mesh.host[47];Throughput:mean;7.03E+06
k_ary_n_mesh.host[47];Throughput:stddev;NaN
k_ary_n_mesh.host[47];Throughput:sum;7.03E+06
k_ary_n_mesh.host[47];Throughput:sqrsum;4.94E+13
k_ary_n_mesh.host[47];Throughput:min;7.03E+06
k_ary_n_mesh.host[47];Throughput:max;7.03E+06
k_ary_n_mesh.host[48];Latengy:count;990
k_ary_n_mesh.host[48];Latengy:mean;0.000118811
k_ary_n_mesh.host[48];Latengy:stddev;0.000160922
k_ary_n_mesh.host[48];Latengy:sum;0.117623
k_ary_n_mesh.host[48];Latengy:sqrsum;3.96E-05
k_ary_n_mesh.host[48];Latengy:min;9.83E-08
k_ary_n_mesh.host[48];Latengy:max;0.0011253
k_ary_n_mesh.host[48];Throughput:count;1
k_ary_n_mesh.host[48];Throughput:mean;6.86E+06
k_ary_n_mesh.host[48];Throughput:stddev;NaN
k_ary_n_mesh.host[48];Throughput:sum;6.86E+06
k_ary_n_mesh.host[48];Throughput:sqrsum;4.70E+13
k_ary_n_mesh.host[48];Throughput:min;6.86E+06
k_ary_n_mesh.host[48];Throughput:max;6.86E+06
k_ary_n_mesh.host[49];Latengy:count;996
k_ary_n_mesh.host[49];Latengy:mean;0.00012785
k_ary_n_mesh.host[49];Latengy:stddev;0.000154776
k_ary_n_mesh.host[49];Latengy:sum;0.127338
k_ary_n_mesh.host[49];Latengy:sqrsum;4.01E-05
k_ary_n_mesh.host[49];Latengy:min;1.05E-07
k_ary_n_mesh.host[49];Latengy:max;0.000751317
k_ary_n_mesh.host[49];Throughput:count;1
k_ary_n_mesh.host[49];Throughput:mean;6.90E+06
k_ary_n_mesh.host[49];Throughput:stddev;NaN
k_ary_n_mesh.host[49];Throughput:sum;6.90E+06
k_ary_n_mesh.host[49];Throughput:sqrsum;4.76E+13
k_ary_n_mesh.host[49];Throughput:min;6.90E+06
k_ary_n_mesh.host[49];Throughput:max;6.90E+06
k_ary_n_mesh.host[50];Latengy:count;1057
k_ary_n_mesh.host[50];Latengy:mean;0.00013066
k_ary_n_mesh.host[50];Latengy:stddev;0.000136009
k_ary_n_mesh.host[50];Latengy:sum;0.138108
k_ary_n_mesh.host[50];Latengy:sqrsum;3.76E-05
k_ary_n_mesh.host[50];Latengy:min;1.13E-07
k_ary_n_mesh.host[50];Latengy:max;0.000750804
k_ary_n_mesh.host[50];Throughput:count;1
k_ary_n_mesh.host[50];Throughput:mean;7.32E+06
k_ary_n_mesh.host[50];Throughput:stddev;NaN
k_ary_n_mesh.host[50];Throughput:sum;7.32E+06
k_ary_n_mesh.host[50];Throughput:sqrsum;5.36E+13
k_ary_n_mesh.host[50];Throughput:min;7.32E+06
k_ary_n_mesh.host[50];Throughput:max;7.32E+06
k_ary_n_mesh.host[51];Latengy:count;1030
k_ary_n_mesh.host[51];Latengy:mean;0.000127535
k_ary_n_mesh.host[51];Latengy:stddev;0.000133154
k_ary_n_mesh.host[51];Latengy:sum;0.131361
k_ary_n_mesh.host[51];Latengy:sqrsum;3.50E-05
k_ary_n_mesh.host[51];Latengy:min;1.22E-07
k_ary_n_mesh.host[51];Latengy:max;0.000876171
k_ary_n_mesh.host[51];Throughput:count;1
k_ary_n_mesh.host[51];Throughput:mean;7.13E+06
k_ary_n_mesh.host[51];Throughput:stddev;NaN
k_ary_n_mesh.host[51];Throughput:sum;7.13E+06
k_ary_n_mesh.host[51];Throughput:sqrsum;5.09E+13
k_ary_n_mesh.host[51];Throughput:min;7.13E+06
k_ary_n_mesh.host[51];Throughput:max;7.13E+06
k_ary_n_mesh.host[52];Latengy:count;1045
k_ary_n_mesh.host[52];Latengy:mean;0.000117657
k_ary_n_mesh.host[52];Latengy:stddev;0.000112721
k_ary_n_mesh.host[52];Latengy:sum;0.122951
k_ary_n_mesh.host[52];Latengy:sqrsum;2.77E-05
k_ary_n_mesh.host[52];Latengy:min;1.33E-07
k_ary_n_mesh.host[52];Latengy:max;0.000654105
k_ary_n_mesh.host[52];Throughput:count;1
k_ary_n_mesh.host[52];Throughput:mean;7.24E+06
k_ary_n_mesh.host[52];Throughput:stddev;NaN
k_ary_n_mesh.host[52];Throughput:sum;7.24E+06
k_ary_n_mesh.host[52];Throughput:sqrsum;5.24E+13
k_ary_n_mesh.host[52];Throughput:min;7.24E+06
k_ary_n_mesh.host[52];Throughput:max;7.24E+06
k_ary_n_mesh.host[53];Latengy:count;964
k_ary_n_mesh.host[53];Latengy:mean;0.000122176
k_ary_n_mesh.host[53];Latengy:stddev;0.00012898
k_ary_n_mesh.host[53];Latengy:sum;0.117777
k_ary_n_mesh.host[53];Latengy:sqrsum;3.04E-05
k_ary_n_mesh.host[53];Latengy:min;1.22E-07
k_ary_n_mesh.host[53];Latengy:max;0.000875737
k_ary_n_mesh.host[53];Throughput:count;1
k_ary_n_mesh.host[53];Throughput:mean;6.68E+06
k_ary_n_mesh.host[53];Throughput:stddev;NaN
k_ary_n_mesh.host[53];Throughput:sum;6.68E+06
k_ary_n_mesh.host[53];Throughput:sqrsum;4.46E+13
k_ary_n_mesh.host[53];Throughput:min;6.68E+06
k_ary_n_mesh.host[53];Throughput:max;6.68E+06
k_ary_n_mesh.host[54];Latengy:count;999
k_ary_n_mesh.host[54];Latengy:mean;0.000107253
k_ary_n_mesh.host[54];Latengy:stddev;0.000115486
k_ary_n_mesh.host[54];Latengy:sum;0.107146
k_ary_n_mesh.host[54];Latengy:sqrsum;2.48E-05
k_ary_n_mesh.host[54];Latengy:min;1.13E-07
k_ary_n_mesh.host[54];Latengy:max;0.000703374
k_ary_n_mesh.host[54];Throughput:count;1
k_ary_n_mesh.host[54];Throughput:mean;6.92E+06
k_ary_n_mesh.host[54];Throughput:stddev;NaN
k_ary_n_mesh.host[54];Throughput:sum;6.92E+06
k_ary_n_mesh.host[54];Throughput:sqrsum;4.79E+13
k_ary_n_mesh.host[54];Throughput:min;6.92E+06
k_ary_n_mesh.host[54];Throughput:max;6.92E+06
k_ary_n_mesh.host[55];Latengy:count;972
k_ary_n_mesh.host[55];Latengy:mean;0.000102974
k_ary_n_mesh.host[55];Latengy:stddev;0.000115419
k_ary_n_mesh.host[55];Latengy:sum;0.100091
k_ary_n_mesh.host[55];Latengy:sqrsum;2.32E-05
k_ary_n_mesh.host[55];Latengy:min;1.05E-07
k_ary_n_mesh.host[55];Latengy:max;0.000694632
k_ary_n_mesh.host[55];Throughput:count;1
k_ary_n_mesh.host[55];Throughput:mean;6.73E+06
k_ary_n_mesh.host[55];Throughput:stddev;NaN
k_ary_n_mesh.host[55];Throughput:sum;6.73E+06
k_ary_n_mesh.host[55];Throughput:sqrsum;4.53E+13
k_ary_n_mesh.host[55];Throughput:min;6.73E+06
k_ary_n_mesh.host[55];Throughput:max;6.73E+06
k_ary_n_mesh.host[56];Latengy:count;999
k_ary_n_mesh.host[56];Latengy:mean;9.87E-05
k_ary_n_mesh.host[56];Latengy:stddev;0.00011325
k_ary_n_mesh.host[56];Latengy:sum;0.0985784
k_ary_n_mesh.host[56];Latengy:sqrsum;2.25E-05
k_ary_n_mesh.host[56];Latengy:min;9.26E-08
k_ary_n_mesh.host[56];Latengy:max;0.000648742
k_ary_n_mesh.host[56];Throughput:count;1
k_ary_n_mesh.host[56];Throughput:mean;6.92E+06
k_ary_n_mesh.host[56];Throughput:stddev;NaN
k_ary_n_mesh.host[56];Throughput:sum;6.92E+06
k_ary_n_mesh.host[56];Throughput:sqrsum;4.79E+13
k_ary_n_mesh.host[56];Throughput:min;6.92E+06
k_ary_n_mesh.host[56];Throughput:max;6.92E+06
k_ary_n_mesh.host[57];Latengy:count;983
k_ary_n_mesh.host[57];Latengy:mean;0.000114782
k_ary_n_mesh.host[57];Latengy:stddev;0.000144628
k_ary_n_mesh.host[57];Latengy:sum;0.112831
k_ary_n_mesh.host[57];Latengy:sqrsum;3.35E-05
k_ary_n_mesh.host[57];Latengy:min;9.83E-08
k_ary_n_mesh.host[57];Latengy:max;0.00112204
k_ary_n_mesh.host[57];Throughput:count;1
k_ary_n_mesh.host[57];Throughput:mean;6.81E+06
k_ary_n_mesh.host[57];Throughput:stddev;NaN
k_ary_n_mesh.host[57];Throughput:sum;6.81E+06
k_ary_n_mesh.host[57];Throughput:sqrsum;4.64E+13
k_ary_n_mesh.host[57];Throughput:min;6.81E+06
k_ary_n_mesh.host[57];Throughput:max;6.81E+06
k_ary_n_mesh.host[58];Latengy:count;1059
k_ary_n_mesh.host[58];Latengy:mean;0.000117669
k_ary_n_mesh.host[58];Latengy:stddev;0.000130206
k_ary_n_mesh.host[58];Latengy:sum;0.124612
k_ary_n_mesh.host[58];Latengy:sqrsum;3.26E-05
k_ary_n_mesh.host[58];Latengy:min;1.05E-07
k_ary_n_mesh.host[58];Latengy:max;0.000749741
k_ary_n_mesh.host[58];Throughput:count;1
k_ary_n_mesh.host[58];Throughput:mean;7.34E+06
k_ary_n_mesh.host[58];Throughput:stddev;NaN
k_ary_n_mesh.host[58];Throughput:sum;7.34E+06
k_ary_n_mesh.host[58];Throughput:sqrsum;5.38E+13
k_ary_n_mesh.host[58];Throughput:min;7.34E+06
k_ary_n_mesh.host[58];Throughput:max;7.34E+06
k_ary_n_mesh.host[59];Latengy:count;957
k_ary_n_mesh.host[59];Latengy:mean;0.00011065
k_ary_n_mesh.host[59];Latengy:stddev;0.000109624
k_ary_n_mesh.host[59];Latengy:sum;0.105892
k_ary_n_mesh.host[59];Latengy:sqrsum;2.32E-05
k_ary_n_mesh.host[59];Latengy:min;1.13E-07
k_ary_n_mesh.host[59];Latengy:max;0.000590456
k_ary_n_mesh.host[59];Throughput:count;1
k_ary_n_mesh.host[59];Throughput:mean;6.63E+06
k_ary_n_mesh.host[59];Throughput:stddev;NaN
k_ary_n_mesh.host[59];Throughput:sum;6.63E+06
k_ary_n_mesh.host[59];Throughput:sqrsum;4.39E+13
k_ary_n_mesh.host[59];Throughput:min;6.63E+06
k_ary_n_mesh.host[59];Throughput:max;6.63E+06
k_ary_n_mesh.host[60];Latengy:count;962
k_ary_n_mesh.host[60];Latengy:mean;0.000108652
k_ary_n_mesh.host[60];Latengy:stddev;0.000108284
k_ary_n_mesh.host[60];Latengy:sum;0.104523
k_ary_n_mesh.host[60];Latengy:sqrsum;2.26E-05
k_ary_n_mesh.host[60];Latengy:min;1.22E-07
k_ary_n_mesh.host[60];Latengy:max;0.000804545
k_ary_n_mesh.host[60];Throughput:count;1
k_ary_n_mesh.host[60];Throughput:mean;6.66E+06
k_ary_n_mesh.host[60];Throughput:stddev;NaN
k_ary_n_mesh.host[60];Throughput:sum;6.66E+06
k_ary_n_mesh.host[60];Throughput:sqrsum;4.44E+13
k_ary_n_mesh.host[60];Throughput:min;6.66E+06
k_ary_n_mesh.host[60];Throughput:max;6.66E+06
k_ary_n_mesh.host[61];Latengy:count;1020
k_ary_n_mesh.host[61];Latengy:mean;9.99E-05
k_ary_n_mesh.host[61];Latengy:stddev;9.98E-05
k_ary_n_mesh.host[61];Latengy:sum;0.101879
k_ary_n_mesh.host[61];Latengy:sqrsum;2.03E-05
k_ary_n_mesh.host[61];Latengy:min;1.13E-07
k_ary_n_mesh.host[61];Latengy:max;0.000592957
k_ary_n_mesh.host[61];Throughput:count;1
k_ary_n_mesh.host[61];Throughput:mean;7.07E+06
k_ary_n_mesh.host[61];Throughput:stddev;NaN
k_ary_n_mesh.host[61];Throughput:sum;7.07E+06
k_ary_n_mesh.host[61];Throughput:sqrsum;4.99E+13
k_ary_n_mesh.host[61];Throughput:min;7.07E+06
k_ary_n_mesh.host[61];Throughput:max;7.07E+06
k_ary_n_mesh.host[62];Latengy:count;1056
k_ary_n_mesh.host[62];Latengy:mean;9.70E-05
k_ary_n_mesh.host[62];Latengy:stddev;9.98E-05
k_ary_n_mesh.host[62];Latengy:sum;0.102459
k_ary_n_mesh.host[62];Latengy:sqrsum;2.04E-05
k_ary_n_mesh.host[62];Latengy:min;1.05E-07
k_ary_n_mesh.host[62];Latengy:max;0.000549461
k_ary_n_mesh.host[62];Throughput:count;1
k_ary_n_mesh.host[62];Throughput:mean;7.31E+06
k_ary_n_mesh.host[62];Throughput:stddev;NaN
k_ary_n_mesh.host[62];Throughput:sum;7.31E+06
k_ary_n_mesh.host[62];Throughput:sqrsum;5.35E+13
k_ary_n_mesh.host[62];Throughput:min;7.31E+06
k_ary_n_mesh.host[62];Throughput:max;7.31E+06
k_ary_n_mesh.host[63];Latengy:count;1005
k_ary_n_mesh.host[63];Latengy:mean;8.83E-05
k_ary_n_mesh.host[63];Latengy:stddev;9.77E-05
k_ary_n_mesh.host[63];Latengy:sum;0.0887817
k_ary_n_mesh.host[63];Latengy:sqrsum;1.74E-05
k_ary_n_mesh.host[63];Latengy:min;9.83E-08
k_ary_n_mesh.host[63];Latengy:max;0.000531303
k_ary_n_mesh.host[63];Throughput:count;1
k_ary_n_mesh.host[63];Throughput:mean;6.96E+06
k_ary_n_mesh.host[63];Throughput:stddev;NaN
k_ary_n_mesh.host[63];Throughput:sum;6.96E+06
k_ary_n_mesh.host[63];Throughput:sqrsum;4.85E+13
k_ary_n_mesh.host[63];Throughput:min;6.96E+06
k_ary_n_mesh.host[63];Throughput:max;6.96E+06
